Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Shabazz Muhammad,SF-SG,25,TOT,43,418,15.4,.510,.144,.266,6.3,14.8,10.6,5.7,1.1,0.6,2.8,23.0,0.5,0.2,0.7,.081,-1.8,-4.1,-5.9,-0.4
Shabazz Muhammad,SF,25,MIN,32,301,9.3,.446,.157,.256,5.7,11.6,8.6,3.4,0.8,0.6,3.6,20.5,0.0,0.1,0.0,.008,-4.2,-4.2,-8.4,-0.5
Shabazz Muhammad,SG,25,MIL,11,117,31.0,.624,.119,.284,8.0,23.0,15.5,11.8,1.7,0.7,1.3,29.5,0.6,0.1,0.7,.271,4.2,-3.7,0.5,0.1
Xavier Munford,SG,25,MIL,6,21,-2.1,.218,.333,.333,5.6,0.0,2.8,24.6,2.4,0.0,22.5,19.1,-0.1,0.0,-0.1,-0.197,-9.4,-4.4,-13.7,-0.1
Dejounte Murray,PG,21,SAS,81,1743,15.1,.485,.056,.243,7.0,22.4,14.6,20.2,2.8,1.5,16.6,20.7,-0.2,3.4,3.2,.087,-2.2,3.4,1.2,1.4
Jamal Murray,PG,20,DEN,81,2565,16.1,.576,.411,.238,3.6,9.4,6.5,16.4,1.5,0.9,12.8,22.8,4.3,1.2,5.5,.103,1.8,-2.0,-0.2,1.2
Mike Muscala,C,26,ATL,53,1060,14.4,.597,.535,.199,5.9,18.3,12.1,7.3,1.4,2.2,11.0,15.7,1.5,0.9,2.4,.110,0.0,0.2,0.2,0.6
Abdel Nader,SF,24,BOS,48,522,5.1,.439,.436,.262,2.8,12.0,7.4,7.1,1.4,1.6,17.0,17.1,-0.9,0.8,-0.1,-0.014,-5.9,0.3,-5.6,-0.5
Larry Nance,C,25,TOT,66,1421,20.2,.605,.029,.332,12.4,22.0,17.3,8.6,3.0,2.2,9.7,15.9,3.6,2.3,5.8,.196,0.9,2.4,3.3,1.9
Larry Nance,C,25,LAL,42,922,19.4,.618,.016,.344,12.6,20.2,16.4,9.2,3.1,1.8,12.3,15.3,2.1,1.5,3.7,.191,1.0,2.7,3.8,1.3
Larry Nance,C,25,CLE,24,499,21.5,.585,.050,.313,12.1,25.5,18.9,7.6,2.8,3.1,5.2,17.0,1.4,0.7,2.1,.206,0.8,1.7,2.6,0.6
Shabazz Napier,PG,26,POR,74,1535,14.2,.544,.411,.260,1.9,10.1,6.0,14.6,2.6,0.7,13.2,19.5,1.2,2.0,3.2,.101,-0.2,0.3,0.2,0.8
Jameer Nelson,PG,35,TOT,50,1013,8.1,.489,.508,.082,1.4,9.5,5.6,22.8,1.3,0.3,21.0,13.7,-0.1,0.7,0.6,.028,-2.6,-1.5,-4.0,-0.5
Jameer Nelson,PG,35,NOP,43,897,8.9,.520,.537,.083,1.4,9.9,5.8,22.2,1.2,0.3,20.9,13.0,0.3,0.6,0.8,.045,-1.9,-1.4,-3.3,-0.3
Jameer Nelson,PG,35,DET,7,116,2.6,.322,.359,.077,1.9,5.8,3.8,27.7,1.7,0.8,21.4,19.6,-0.4,0.1,-0.3,-0.107,-7.5,-2.2,-9.7,-0.2
Raul Neto,PG,25,UTA,41,498,11.9,.550,.311,.232,1.6,9.5,5.6,23.0,1.3,0.7,17.8,18.3,0.3,0.6,0.9,.086,-2.1,-1.1,-3.2,-0.1
Georges Niang,PF,24,UTA,9,32,9.2,.379,.364,.182,10.8,21.1,16.0,14.0,3.1,0.0,20.2,20.9,-0.1,0.1,0.0,-0.029,-5.5,1.4,-4.0,0.0
Joakim Noah,C,32,NYK,7,40,15.6,.510,.000,.400,16.7,22.1,19.4,14.0,2.5,4.3,25.4,17.2,0.0,0.1,0.1,.072,-2.4,3.4,1.0,0.0
Nerlens Noel,C,23,DAL,30,472,16.2,.558,.010,.267,10.9,29.3,19.8,6.3,3.3,4.1,18.1,13.8,0.4,1.0,1.3,.135,-3.5,4.5,1.0,0.4
Lucas Nogueira,C,25,TOR,49,418,17.3,.661,.238,.350,4.9,18.1,11.7,7.2,2.7,8.2,14.8,11.4,0.7,1.0,1.6,.188,-0.7,6.2,5.4,0.8
Dirk Nowitzki,C,39,DAL,77,1900,16.7,.575,.445,.142,1.2,25.2,12.8,10.4,1.1,2.1,6.0,20.5,2.6,2.2,4.8,.121,0.1,0.3,0.3,1.1
Frank Ntilikina,PG,19,NYK,78,1706,7.1,.437,.314,.136,2.4,9.1,5.8,20.0,1.9,0.9,19.8,16.9,-2.0,1.1,-0.9,-0.026,-3.5,-0.5,-3.9,-0.8
Jusuf Nurkic,C,23,POR,79,2088,19.2,.528,.007,.287,10.0,26.9,18.5,11.7,1.5,4.3,14.6,26.4,0.8,3.9,4.7,.108,-2.6,2.8,0.3,1.2
David Nwaba,SG,25,CHI,70,1646,12.2,.542,.123,.480,5.6,16.0,10.6,9.4,1.7,1.6,13.1,15.6,1.1,1.4,2.4,.071,-2.5,0.9,-1.6,0.1
Johnny O'Bryant,PF,24,CHO,36,379,11.9,.470,.251,.146,8.1,18.6,13.3,5.9,1.2,1.3,7.6,22.5,-0.1,0.4,0.3,.038,-3.2,-2.0,-5.3,-0.3
Royce O'Neale,SF,24,UTA,69,1150,10.8,.540,.415,.268,2.5,20.6,11.7,12.0,1.6,1.2,14.8,14.6,0.5,1.8,2.4,.099,-2.4,1.7,-0.6,0.4
Kyle O'Quinn,C,27,NYK,77,1387,19.9,.624,.044,.330,9.7,27.8,18.8,16.8,1.3,6.1,18.5,17.0,2.7,2.1,4.8,.165,0.2,4.3,4.5,2.3
Semi Ojeleye,PF,23,BOS,73,1150,4.6,.473,.665,.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9.0,-0.2,1.3,1.2,.048,-3.6,0.1,-3.5,-0.4
Emeka Okafor,C,35,NOP,26,353,16.4,.545,.000,.232,14.9,21.7,18.4,3.1,1.1,5.6,11.0,14.4,0.5,0.5,1.0,.140,-2.6,1.3,-1.3,0.1
Jahlil Okafor,C,22,TOT,28,353,15.3,.584,.029,.210,6.3,19.4,12.8,5.9,0.4,3.9,12.2,21.0,0.3,0.3,0.6,.083,-3.7,-0.8,-4.5,-0.2
Jahlil Okafor,C,22,PHI,2,25,8.8,.465,.000,.444,17.9,20.7,19.4,5.8,0.0,6.7,21.8,23.5,0.0,0.0,0.0,.005,-7.5,0.5,-7.0,0.0
Jahlil Okafor,C,22,BRK,26,328,15.8,.593,.031,.194,5.5,19.3,12.3,5.9,0.4,3.6,11.4,20.9,0.3,0.3,0.6,.089,-3.4,-0.8,-4.3,-0.2
Victor Oladipo,SG,25,IND,75,2552,23.1,.577,.323,.274,2.1,15.1,8.6,21.2,3.5,2.0,12.7,30.1,4.3,4.0,8.3,.155,3.6,1.3,4.9,4.5
Kelly Olynyk,PF,26,MIA,76,1779,17.8,.612,.440,.274,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,2.8,2.7,5.5,.148,1.6,1.3,2.9,2.2
Chinanu Onuaku,F-C,21,HOU,1,22,-3.2,.400,.000,.000,5.2,15.2,10.2,6.4,0.0,0.0,37.5,16.1,-0.1,0.0,-0.1,-0.147,-11.1,-1.2,-12.3,-0.1
Cedi Osman,SF,22,CLE,61,672,11.0,.577,.468,.247,3.2,16.6,10.0,8.7,1.6,0.4,13.4,15.7,0.5,0.4,0.9,.064,-1.4,-1.5,-2.9,-0.2
Kelly Oubre,SF,22,WAS,81,2231,11.9,.534,.467,.295,3.0,15.4,9.2,6.4,1.8,1.4,9.2,19.4,1.4,2.3,3.7,.080,-0.8,-0.4,-1.2,0.4
Zaza Pachulia,C,33,GSW,69,972,17.0,.612,.004,.352,11.0,25.0,18.5,15.2,1.9,1.4,19.1,17.0,1.8,1.4,3.3,.161,-0.5,1.3,0.8,0.7
Marcus Paige,PG,24,CHO,5,28,9.1,.403,.571,.143,0.0,15.7,7.7,16.1,0.0,0.0,0.0,23.0,0.0,0.0,0.0,-0.006,-2.4,-4.4,-6.9,0.0
Georgios Papagiannis,C,20,TOT,17,122,12.2,.429,.000,.000,11.6,23.4,17.2,11.2,1.6,4.7,16.0,18.4,-0.1,0.1,0.0,.005,-5.5,1.8,-3.7,-0.1
Georgios Papagiannis,C,20,SAC,16,118,10.7,.415,.000,.000,11.1,24.2,17.4,11.5,0.9,4.8,16.3,18.7,-0.2,0.1,0.0,-0.018,-6.3,1.4,-5.0,-0.1
Georgios Papagiannis,C,20,POR,1,4,58.1,1.000,.000,.000,27.5,0.0,13.6,0.0,24.9,0.0,0.0,11.0,0.0,0.0,0.1,.675,17.8,16.3,34.1,0.0
Jabari Parker,PF,22,MIL,31,743,17.1,.550,.244,.163,6.6,17.1,11.9,13.1,1.7,1.2,11.2,24.4,0.6,0.6,1.2,.080,-0.2,-1.6,-1.8,0.0
Tony Parker,PG,35,SAS,55,1071,12.7,.498,.095,.201,0.7,9.2,4.9,28.2,1.3,0.1,13.9,20.5,0.4,1.1,1.4,.065,-2.4,-1.7,-4.1,-0.6
Chandler Parsons,SF,29,MEM,36,691,13.6,.578,.517,.115,2.3,13.0,7.5,16.4,1.3,1.5,12.5,18.3,0.7,0.4,1.1,.077,0.4,-1.6,-1.2,0.1
Patrick Patterson,PF,28,OKC,82,1270,10.0,.555,.643,.173,2.7,14.6,8.4,6.1,1.9,1.6,10.3,10.8,1.2,1.4,2.6,.098,-1.6,0.3,-1.3,0.2
Justin Patton,C,20,MIN,1,4,19.8,.500,.000,.000,0.0,0.0,0.0,0.0,12.5,0.0,0.0,22.1,0.0,0.0,0.0,.151,-0.7,4.0,3.3,0.0
Brandon Paul,SG,26,SAS,64,576,7.5,.504,.425,.339,1.1,12.0,6.5,9.0,2.2,1.0,16.6,13.6,-0.3,0.8,0.5,.044,-3.6,0.9,-2.8,-0.1
Chris Paul,PG,32,HOU,58,1847,24.4,.604,.475,.277,2.3,16.7,9.5,40.9,2.6,0.6,12.5,24.5,7.5,2.7,10.2,.265,6.2,0.9,7.1,4.3
Adreian Payne,PF,26,ORL,5,43,18.8,.831,.300,.600,5.1,18.0,11.5,0.0,2.3,0.0,13.7,15.0,0.1,0.0,0.2,.203,0.1,-4.1,-4.1,0.0
Cameron Payne,PG,23,CHI,25,582,14.0,.498,.423,.074,3.2,9.8,6.4,29.9,2.2,1.4,14.0,19.3,0.3,0.4,0.8,.063,-0.2,-0.8,-0.9,0.2
Elfrid Payton,PG,23,TOT,63,1808,16.5,.538,.138,.252,3.8,12.8,8.2,34.9,2.2,1.0,18.5,21.9,1.4,1.4,2.8,.075,0.1,0.0,0.1,1.0
Elfrid Payton,PG,23,ORL,44,1257,18.1,.564,.146,.249,4.1,11.2,7.6,35.5,2.5,1.0,18.3,21.8,1.6,1.1,2.7,.104,1.0,0.1,1.1,1.0
Elfrid Payton,PG,23,PHO,19,551,13.1,.481,.120,.258,3.2,16.4,9.7,33.7,1.7,0.9,18.8,22.1,-0.2,0.3,0.1,.009,-2.0,-0.1,-2.1,0.0
Gary Payton,PG,25,TOT,23,221,9.8,.443,.338,.122,6.5,15.5,11.0,13.7,1.5,1.1,8.2,16.8,0.0,0.2,0.2,.041,-2.7,-0.9,-3.6,-0.1
Gary Payton,PG,25,MIL,12,106,7.6,.437,.364,.091,4.4,14.3,9.4,12.2,1.4,0.8,8.0,15.9,0.0,0.1,0.0,.016,-3.4,-2.0,-5.5,-0.1
Gary Payton,PG,25,LAL,11,115,11.8,.447,.317,.146,8.4,16.5,12.5,15.1,1.7,1.4,8.4,17.6,0.0,0.1,0.2,.063,-2.0,0.1,-1.9,0.0
Kendrick Perkins,C,33,CLE,1,15,8.4,.521,.000,1.000,0.0,7.4,3.7,17.3,3.3,0.0,25.8,11.4,0.0,0.0,0.0,.026,-4.9,-0.8,-5.7,0.0
London Perrantes,PG,23,CLE,14,66,0.7,.230,.231,.385,1.7,5.0,3.4,9.4,1.5,1.3,6.2,10.9,-0.1,0.0,-0.1,-0.086,-7.5,-1.3,-8.7,-0.1
Alec Peters,PF,22,PHO,20,225,10.7,.523,.784,.135,3.7,14.0,8.8,7.9,0.4,0.7,4.9,15.5,0.2,0.0,0.3,.055,-0.2,-3.1,-3.3,-0.1
Marshall Plumlee,C,25,MIL,8,52,10.9,.697,.000,5.333,9.0,29.2,19.2,4.8,0.0,1.6,23.0,11.3,0.1,0.0,0.2,.143,-3.7,-1.9,-5.7,0.0
Mason Plumlee,C,27,DEN,74,1439,16.9,.586,.003,.489,10.4,20.9,15.6,14.4,1.7,4.7,18.7,16.6,1.8,1.8,3.6,.120,-0.9,2.7,1.8,1.4
Miles Plumlee,C,29,ATL,55,918,10.6,.574,.000,.333,9.4,18.3,13.9,7.2,0.9,2.8,23.4,12.8,0.1,0.7,0.9,.046,-3.8,1.3,-2.5,-0.1
Jakob Poeltl,C,22,TOR,82,1524,17.5,.662,.005,.263,12.4,16.4,14.4,5.4,1.3,5.2,16.6,14.8,3.1,2.4,5.6,.176,0.4,2.9,3.3,2.0
Quincy Pondexter,SF,29,CHI,23,196,4.0,.398,.449,.347,4.2,10.8,7.4,6.3,2.0,0.9,16.3,15.0,-0.3,0.1,-0.2,-0.047,-6.1,-0.6,-6.7,-0.2
Otto Porter,SF,24,WAS,77,2432,18.3,.602,.354,.145,4.8,18.1,11.4,10.1,2.4,1.5,7.4,18.4,5.0,3.1,8.1,.161,2.4,1.2,3.6,3.4
Bobby Portis,PF,22,CHI,73,1643,19.7,.548,.275,.192,10.0,23.0,16.2,13.2,1.5,1.3,10.5,26.0,2.0,1.5,3.5,.101,1.0,-0.6,0.3,1.0
Kristaps Porzingis,PF,22,NYK,48,1553,20.4,.539,.256,.309,4.4,18.1,11.3,6.2,1.1,6.4,8.4,31.0,1.4,1.8,3.2,.099,-0.5,-0.2,-0.7,0.5
Dwight Powell,C,26,DAL,79,1672,18.8,.656,.195,.430,8.7,21.3,14.7,8.5,2.0,1.7,10.3,15.5,4.6,2.1,6.6,.191,1.1,1.6,2.7,2.0
Norman Powell,SG,24,TOR,70,1062,8.5,.492,.497,.104,1.5,10.9,6.3,11.8,1.7,1.2,14.4,18.9,-0.6,1.2,0.6,.027,-2.5,-0.4,-2.8,-0.2
Alex Poythress,PF,24,IND,25,104,7.8,.500,.423,.000,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12.0,0.1,0.1,0.1,.066,-2.3,-1.7,-4.0,-0.1
Jacob Pullen,PG,28,PHI,3,6,-2.3,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,21.3,0.0,0.0,0.0,-0.210,-10.5,-4.7,-15.2,0.0
Rodney Purvis,SG,23,ORL,16,290,4.5,.423,.486,.140,0.4,9.9,5.1,8.5,0.5,0.8,8.1,18.7,-0.4,0.1,-0.3,-0.056,-5.0,-2.9,-7.9,-0.4
Zhou Qi,C,22,HOU,18,124,1.9,.295,.594,.375,5.5,14.4,10.0,2.1,0.8,9.6,21.2,16.8,-0.5,0.2,-0.3,-0.104,-10.3,3.1,-7.2,-0.2
Tim Quarterman,SG,23,HOU,3,13,2.9,.515,.667,.667,0.0,25.8,13.0,10.6,0.0,0.0,34.0,20.0,0.0,0.0,0.0,-0.083,-8.9,-1.9,-10.8,0.0
Ivan Rabb,PF,20,MEM,36,516,16.6,.599,.000,.237,11.6,24.1,17.7,10.4,1.2,2.4,17.3,17.7,0.7,0.5,1.2,.109,-1.8,0.3,-1.5,0.1
Julius Randle,C,23,LAL,82,2190,19.9,.606,.050,.470,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4.0,2.6,6.6,.145,0.4,0.6,0.9,1.6
Zach Randolph,PF,36,SAC,59,1508,17.3,.529,.193,.140,7.0,23.7,15.0,14.9,1.4,0.6,12.5,27.6,0.3,1.2,1.5,.048,-0.6,-1.2,-1.8,0.1
Xavier Rathan-Mayes,SG,23,MEM,5,118,0.9,.315,.333,.214,0.0,5.0,2.5,23.0,2.6,2.4,19.3,21.7,-0.5,0.1,-0.4,-0.171,-8.7,-2.0,-10.7,-0.3
J.J. Redick,SG,33,PHI,70,2116,15.9,.614,.523,.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,4.8,1.8,6.6,.150,2.6,-2.6,0.0,1.1
Davon Reed,SG,22,PHO,21,242,4.8,.388,.500,.158,0.9,16.6,8.6,7.6,2.0,0.7,11.0,16.0,-0.5,0.2,-0.3,-0.060,-5.8,-1.0,-6.7,-0.3
Willie Reed,C,27,TOT,42,428,19.2,.671,.017,.455,9.1,21.8,15.5,3.6,1.0,4.3,11.6,16.6,1.0,0.5,1.5,.172,-0.8,-0.1,-0.9,0.1
Willie Reed,C,27,LAC,39,419,19.4,.669,.017,.458,9.3,22.0,15.7,3.3,1.0,4.4,11.6,16.8,1.0,0.5,1.5,.171,-0.8,0.0,-0.8,0.1
Willie Reed,C,27,DET,3,9,8.8,1.000,.000,.000,0.0,12.5,6.1,15.9,0.0,0.0,0.0,4.9,0.0,0.0,0.0,.187,-0.3,-2.2,-2.5,0.0
Josh Richardson,SF,24,MIA,81,2689,13.6,.551,.380,.160,2.9,9.0,6.0,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,.096,-0.1,1.5,1.4,2.3
Malachi Richardson,SG,22,TOT,26,324,5.9,.446,.444,.244,1.7,10.6,6.0,5.6,1.6,0.3,9.1,15.2,-0.2,0.1,-0.1,-0.015,-4.3,-2.1,-6.4,-0.4
Malachi Richardson,SG,22,SAC,25,319,5.8,.445,.443,.250,1.7,10.4,5.9,5.7,1.6,0.3,9.3,15.2,-0.2,0.1,-0.1,-0.016,-4.3,-2.0,-6.3,-0.3
Malachi Richardson,SG,22,TOR,1,5,10.5,.500,.500,.000,0.0,22.0,11.2,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,.045,-5.1,-6.4,-11.5,0.0
Austin Rivers,SG,25,LAC,61,2057,12.6,.526,.447,.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.7,1.4,1.0,2.4,.056,0.8,-1.7,-0.9,0.6
Andre Roberson,SG,26,OKC,39,1037,10.9,.543,.222,.235,7.8,12.2,9.9,6.0,2.2,3.1,14.4,8.6,0.8,1.3,2.2,.100,-1.3,2.8,1.5,0.9
Devin Robinson,F,22,WAS,1,13,10.5,.333,.000,.000,17.4,26.0,21.7,0.0,3.8,0.0,0.0,10.2,0.0,0.0,0.0,.098,-5.7,-2.5,-8.2,0.0
Glenn Robinson,SF,24,IND,23,338,10.8,.529,.400,.129,3.7,8.6,6.2,6.8,1.9,0.3,5.3,12.5,0.4,0.3,0.6,.088,-0.9,-0.9,-1.8,0.0
Rajon Rondo,PG,31,NOP,65,1705,15.3,.522,.304,.093,2.0,14.2,8.4,42.2,2.0,0.5,22.7,16.9,1.9,1.7,3.6,.101,-0.4,-0.7,-1.1,0.4
Derrick Rose,PG,29,TOT,25,420,11.5,.507,.161,.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018,-3.8,-3.9,-7.8,-0.6
Derrick Rose,PG,29,CLE,16,308,11.6,.523,.182,.311,3.7,6.8,5.3,13.0,0.5,1.1,15.7,25.6,-0.1,0.0,-0.1,-0.014,-3.9,-3.8,-7.7,-0.4
Derrick Rose,PG,29,MIN,9,112,11.2,.463,.111,.093,3.1,3.1,3.1,15.2,1.8,0.0,11.1,25.0,-0.1,0.0,-0.1,-0.029,-3.8,-4.3,-8.1,-0.2
Terrence Ross,SG,26,ORL,24,600,9.9,.505,.487,.188,1.8,11.6,6.7,9.3,2.2,1.5,12.3,17.3,-0.2,0.5,0.3,.025,-2.2,0.1,-2.1,0.0
Terry Rozier,PG,23,BOS,80,2068,15.1,.520,.503,.186,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,.130,0.8,1.0,1.8,2.0
Ricky Rubio,PG,27,UTA,77,2254,15.4,.537,.330,.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,1.5,3.8,5.3,.112,0.1,1.6,1.7,2.1
D'Angelo Russell,PG,21,BRK,48,1234,15.2,.509,.414,.195,2.6,13.8,8.1,35.7,1.4,1.0,16.8,30.8,-0.5,0.9,0.4,.014,0.8,-1.2,-0.4,0.5
Domantas Sabonis,C,21,IND,74,1810,17.5,.567,.056,.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,.126,-0.8,0.5,-0.2,0.8
JaKarr Sampson,SF,24,SAC,22,344,13.9,.585,.123,.198,6.7,19.7,12.9,3.9,1.2,6.1,8.3,12.5,0.4,0.4,0.8,.114,-2.6,1.9,-0.7,0.1
Dario Saric,PF,23,PHI,78,2310,15.8,.582,.448,.233,7.5,16.4,12.1,13.0,1.1,0.7,13.1,20.9,3.8,2.8,6.6,.137,1.6,-0.2,1.4,2.0
Tomas Satoransky,SG,26,WAS,73,1643,15.3,.615,.263,.250,5.0,11.1,8.0,24.8,1.5,0.8,16.3,13.7,3.7,1.3,5.0,.145,1.3,-0.3,1.0,1.2
Dennis Schroder,PG,24,ATL,67,2078,17.3,.515,.229,.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1.0,2.6,.059,1.5,-2.2,-0.7,0.7
Mike Scott,PF,29,WAS,76,1406,13.7,.599,.311,.145,4.0,15.8,9.9,9.1,0.8,0.6,12.4,20.0,1.4,1.0,2.5,.085,-0.5,-1.8,-2.3,-0.1
Thabo Sefolosha,SF,33,UTA,38,806,15.8,.591,.350,.225,4.1,18.4,11.3,6.3,3.2,1.3,10.2,16.4,1.0,1.6,2.6,.156,-0.3,2.3,1.9,0.8
Wayne Selden,SG,23,MEM,35,692,11.8,.551,.454,.219,2.6,6.8,4.7,16.0,1.3,0.7,15.5,22.6,0.1,0.2,0.3,.023,-0.7,-3.3,-4.0,-0.4
Ramon Sessions,PG,31,TOT,28,392,11.2,.479,.222,.487,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,.039,-3.0,-2.2,-5.2,-0.3
Ramon Sessions,PG,31,NYK,13,167,6.2,.403,.208,.283,0.7,11.2,6.0,21.9,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.9,-1.2,-7.1,-0.2
Ramon Sessions,PG,31,WAS,15,225,14.9,.533,.234,.656,2.5,7.5,5.0,31.1,1.5,0.4,15.4,19.1,0.4,0.1,0.5,.116,-0.8,-2.8,-3.7,-0.1
Iman Shumpert,SG,27,CLE,14,276,6.4,.480,.448,.259,2.9,13.6,8.3,8.1,1.6,1.2,19.9,12.9,-0.2,0.2,0.0,-0.006,-3.9,-0.1,-4.0,-0.1
Pascal Siakam,PF,23,TOR,81,1679,14.5,.549,.265,.175,5.4,18.6,12.1,13.5,1.8,2.0,11.1,15.7,2.1,2.5,4.7,.133,0.0,2.2,2.1,1.7
Xavier Silas,SG,30,BOS,2,7,-4.9,.000,.667,.000,15.8,15.4,15.6,0.0,7.1,0.0,0.0,19.1,-0.1,0.0,0.0,-0.250,-12.6,-0.8,-13.4,0.0
Ben Simmons,PG,21,PHI,81,2732,20.0,.557,.011,.342,5.9,19.5,13.0,37.4,2.5,2.1,19.5,22.3,4.2,5.0,9.2,.162,1.0,3.6,4.6,4.6
Jonathon Simmons,SG,28,ORL,69,2029,12.7,.555,.268,.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22.0,0.8,1.1,1.9,.045,-1.0,-1.3,-2.3,-0.2
Kobi Simmons,PG,20,MEM,32,643,7.7,.490,.206,.132,2.5,6.6,4.5,16.5,1.4,0.7,18.0,17.0,-0.4,0.2,-0.2,-0.013,-3.9,-2.1,-6.0,-0.6
Kyle Singler,SF,29,OKC,12,59,5.9,.430,.238,.619,1.8,17.5,9.4,4.8,0.8,0.0,10.1,21.6,-0.1,0.0,0.0,-0.031,-7.6,-4.2,-11.8,-0.1
Marcus Smart,SG,23,BOS,54,1614,10.8,.479,.483,.258,3.0,9.8,6.4,23.7,2.2,1.2,18.4,19.4,-0.6,2.5,1.9,.056,-1.6,1.1,-0.5,0.6
Dennis Smith,PG,20,DAL,69,2049,12.8,.473,.331,.189,2.6,11.8,7.0,29.5,1.7,0.8,15.0,28.9,-2.4,1.7,-0.7,-0.017,-1.5,-0.7,-2.3,-0.1
Ish Smith,PG,29,DET,82,2043,15.4,.525,.126,.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,2.4,2.0,4.4,.102,-0.6,-0.6,-1.2,0.4
J.R. Smith,SG,32,CLE,80,2244,8.5,.534,.640,.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,.031,-0.6,-1.0,-1.7,0.2
Jason Smith,C,31,WAS,33,285,8.8,.455,.278,.183,7.2,13.9,10.5,7.4,0.5,4.0,11.4,21.7,-0.2,0.3,0.0,.003,-4.8,-1.1,-5.9,-0.3
Josh Smith,PF,32,NOP,3,12,3.5,.250,.000,.000,28.1,8.7,18.1,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,-0.013,-6.0,-7.4,-13.4,0.0
Tony Snell,SG,26,MIL,75,2053,8.5,.578,.631,.113,0.5,7.5,4.0,6.5,1.1,1.2,7.5,10.6,1.6,0.7,2.4,.056,-0.5,-1.3,-1.8,0.1
Marreese Speights,C,30,ORL,52,675,13.7,.539,.668,.158,3.4,18.4,10.8,9.8,0.6,2.6,9.7,26.9,0.1,0.5,0.6,.045,0.2,-2.9,-2.8,-0.1
Nik Stauskas,SG,24,TOT,41,523,9.0,.543,.649,.188,0.8,12.3,6.5,11.1,0.8,0.6,13.5,15.9,0.1,0.3,0.3,.031,-2.1,-1.8,-4.0,-0.3
Nik Stauskas,SG,24,PHI,6,45,0.9,.410,.250,.500,0.0,2.3,1.2,2.7,4.3,0.0,45.0,8.4,-0.1,0.1,0.0,-0.044,-7.4,2.5,-4.8,0.0
Nik Stauskas,SG,24,BRK,35,478,9.8,.547,.660,.180,0.9,13.2,7.0,11.9,0.5,0.6,12.0,16.7,0.2,0.2,0.4,.038,-1.7,-2.3,-3.9,-0.2
Lance Stephenson,SG,27,IND,82,1850,12.4,.495,.327,.179,3.8,22.0,12.9,18.6,1.2,0.8,14.7,21.6,-0.3,2.0,1.8,.045,-2.0,-0.1,-2.1,0.0
David Stockton,PG,26,UTA,3,9,33.9,1.050,1.000,1.333,0.0,0.0,0.0,0.0,0.0,0.0,17.4,28.8,0.1,0.0,0.1,.459,14.8,-8.1,6.7,0.0
Julyan Stone,SG,29,CHO,23,175,7.6,.684,1.000,.154,0.6,17.6,9.0,19.2,1.1,1.0,33.5,5.2,0.2,0.2,0.3,.087,-2.1,0.3,-1.8,0.0
Edmond Sumner,PG,22,IND,1,2,39.8,1.000,.000,.000,0.0,56.1,28.2,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,.425,4.6,-9.9,-5.3,0.0
Caleb Swanigan,PF,20,POR,27,189,7.5,.449,.133,.300,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,-0.3,0.3,0.0,-0.003,-6.0,0.6,-5.4,-0.2
Jayson Tatum,SF,19,BOS,80,2438,15.3,.586,.290,.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.5,3.0,4.0,7.1,.139,-0.5,1.5,1.0,1.8
Isaiah Taylor,PG,23,ATL,67,1167,10.9,.492,.205,.362,2.1,6.9,4.5,27.0,1.4,0.7,15.7,20.1,0.2,0.5,0.6,.027,-2.9,-2.5,-5.4,-1.0
Jeff Teague,PG,29,MIN,70,2311,16.4,.553,.287,.301,1.2,9.3,5.2,30.6,2.2,0.8,16.4,20.6,3.4,1.4,4.9,.101,1.5,-1.3,0.2,1.3
